id,data,hora_inicio,hora_fim,esporte,fase
FB001,03/08/2016,13:00,18:00,Futebol,Feminino - primeira fase
FB002,03/08/2016,15:00,20:00,Futebol,Feminino - primeira fase
FB003,03/08/2016,19:00,00:00,Futebol,Feminino - primeira fase
FB004,04/08/2016,13:00,18:00,Futebol,Masculino - primeira fase
FB005,04/08/2016,15:00,20:00,Futebol,Masculino - primeira fase
FB006,04/08/2016,17:00,22:00,Futebol,Masculino - primeira fase
FB007,04/08/2016,18:00,23:00,Futebol,Masculino - primeira fase
ZO001,05/08/2016,19:15,23:00,Cerimônia de Abertura,Cerimônia de Abertura
RO001,06/08/2016,08:30,13:10,Remo,Masculino e Feminino - Baterias
SH001,06/08/2016,08:30,16:15,Tiro esportivo,Masculino e Feminino - Classificatórias e Finais
FE001,06/08/2016,09:00,14:15,Esgrima,Espada Individual feminina - Preliminares; Oitavas e Quartas
AR003,06/08/2016,09:00,10:40,Tiro com arco,Masculino - Eliminatórias por equipes
WP001,06/08/2016,09:00,14:20,Polo aquático,Masculino - Primeira fase
TT001,06/08/2016,09:00,12:45,Tênis de mesa,Simples Masculino e Feminino - Preliminares e 1ª Rodada
VO001,06/08/2016,09:30,13:20,Voleibol,Feminino - Primeira fase
HB001,06/08/2016,09:30,13:00,Handebol,Feminino - Primeira fase
CR001,06/08/2016,09:30,16:15,Ciclismo de estrada,Prova de Estrada masculina - Final
EC001,06/08/2016,10:00,16:05,Hipismo CCE,CCE Adestramento Individual e por Equipes
JU001,06/08/2016,10:00,13:00,Judô,Masculino até 60kg e Feminino até 48kg
BV001,06/08/2016,10:00,13:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
HO001,06/08/2016,10:00,14:15,Hóquei sobre grama,Masculino - Fase de grupos
SH010,06/08/2016,10:30,11:30,Tiro esportivo,Feminino - Final
GA001,06/08/2016,10:30,13:00,Ginástica artística,Masculino - Classificatória
TE001,06/08/2016,10:45,16:30,Tênis,Masculino e Feminino - Simples e duplas
RU001,06/08/2016,11:00,14:00,Rugby,Feminino - Fase de grupos (6 Partidas)
TE002,06/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE003,06/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE004,06/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
HO002,06/08/2016,11:00,15:15,Hóquei sobre grama,Masculino - Fase de grupos
BX001,06/08/2016,11:00,13:15,Boxe,Masculino - Preliminares
BK001,06/08/2016,12:00,16:00,Basquetebol,Feminino - Primeira fase
SW001,06/08/2016,13:00,15:20,Natação,Masculino e Feminino - Eliminatórias
AR004,06/08/2016,14:00,17:45,Tiro com arco,Masculino - Quartas; Semis; Finais por equipes
BK002,06/08/2016,14:15,16:00,Basquetebol,Masculino - Primeira fase
GA002,06/08/2016,14:30,17:00,Ginástica artística,Masculino - Classificatória
TT002,06/08/2016,14:30,17:30,Tênis de mesa,Simples Masculino e Feminino - 1ª Rodada
HB002,06/08/2016,14:40,18:10,Handebol,Feminino - Primeira fase
VO002,06/08/2016,15:00,18:50,Voleibol,Feminino - Primeira fase
FB008,06/08/2016,15:00,20:00,Futebol,Feminino - primeira fase
JU002,06/08/2016,15:30,18:10,Judô,Masculino até 60kg e Feminino até 48kg - Finais
BV002,06/08/2016,15:30,19:20,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
SH011,06/08/2016,15:30,16:15,Tiro esportivo,Masculino - Final
FE002,06/08/2016,16:00,18:30,Esgrima,Espada Individual feminina - Semifinais; Bronze e Final
RU002,06/08/2016,16:00,19:00,Rugby,Feminino - Fase de grupos (6 Partidas)
HO003,06/08/2016,17:00,21:15,Hóquei sobre grama,Feminino - Fase de grupos
FB009,06/08/2016,17:00,22:00,Futebol,Feminino - primeira fase
BX002,06/08/2016,17:00,19:15,Boxe,Masculino - Preliminares
BK003,06/08/2016,17:30,21:30,Basquetebol,Feminino - Primeira fase
HO004,06/08/2016,18:00,22:15,Hóquei sobre grama,Masculino - Fase de grupos
GA003,06/08/2016,18:30,21:00,Ginástica artística,Masculino - Classificatória
TE005,06/08/2016,18:45,23:00,Tênis,Masculino e Feminino - Simples e duplas
WL001,06/08/2016,19:00,21:00,Levantamento de peso,Feminino 48kg - Final
FB010,06/08/2016,19:00,00:00,Futebol,Feminino - primeira fase
BK004,06/08/2016,19:00,20:45,Basquetebol,Masculino - Primeira fase
TT003,06/08/2016,19:00,22:00,Tênis de mesa,Simples Masculino e Feminino - 1ª e 2ª Rodada
WP003,06/08/2016,19:30,22:10,Polo aquático,Masculino - Primeira fase
HB003,06/08/2016,19:50,23:20,Handebol,Feminino - Primeira fase
VO003,06/08/2016,20:30,00:20,Voleibol,Feminino - Primeira fase
BV003,06/08/2016,21:00,00:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
SW002,06/08/2016,22:00,23:55,Natação,Masculino e Feminino - Semifinais e Finais
BK005,06/08/2016,22:30,00:15,Basquetebol,Masculino - Primeira fase
RO002,07/08/2016,08:30,12:30,Remo,Masculino e Feminino - Baterias e Repescagens
AR005,07/08/2016,09:00,10:40,Tiro com arco,Feminino - Eliminatórias por equipes
FE003,07/08/2016,09:00,14:15,Esgrima,Florete Individual masculino - Preliminares; Oitavas e QF
SH002,07/08/2016,09:00,16:20,Tiro esportivo,Masculino e Feminino - Classificatórias e Finais
TT004,07/08/2016,09:00,12:00,Tênis de mesa,Simples Masculino e Feminino - 2ª Rodada
VO004,07/08/2016,09:30,13:20,Voleibol,Masculino - Primeira fase
HB004,07/08/2016,09:30,13:00,Handebol,Masculino - Primeira fase
GA004,07/08/2016,09:45,13:00,Ginástica artística,Feminino - Classificatória
EC002,07/08/2016,10:00,15:55,Hipismo CCE,CCE Adestramento Individual e por Equipes
HO005,07/08/2016,10:00,14:15,Hóquei sobre grama,Feminino - Fase de grupos
WL002,07/08/2016,10:00,14:00,Levantamento de peso,Masculino 56kg; Feminino 53kg
JU003,07/08/2016,10:00,13:00,Judô,Masculino até 66kg e Feminino até 52kg
BV004,07/08/2016,10:00,13:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
TE006,07/08/2016,10:45,16:30,Tênis,Masculino e Feminino - Simples e duplas
HO006,07/08/2016,11:00,15:15,Hóquei sobre grama,Feminino - Fase de grupos
RU003,07/08/2016,11:00,14:00,Rugby,Feminino - Fase de grupos (6 Partidas)
TE007,07/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE008,07/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE009,07/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
BX003,07/08/2016,11:00,13:30,Boxe,Masculino - Preliminares
BK006,07/08/2016,12:00,16:00,Basquetebol,Feminino - Primeira fase
CR002,07/08/2016,12:15,16:35,Ciclismo de estrada,Prova de Estrada feminina - Final
CS001,07/08/2016,12:30,16:15,Canoagem slalom,Masculino - Classificatórias de canoa e caiaque
SW003,07/08/2016,13:00,15:30,Natação,Masculino e Feminino - Eliminatórias
FB013,07/08/2016,13:00,18:00,Futebol,Masculino - primeira fase
TT005,07/08/2016,13:30,16:30,Tênis de mesa,Simples Masculino e Feminino - 2ª Rodada
AR006,07/08/2016,14:00,17:45,Tiro com arco,Feminino - Quartas; Semis; Finais por equipes
BK007,07/08/2016,14:15,16:00,Basquetebol,Masculino - Primeira fase
GA005,07/08/2016,14:30,16:00,Ginástica artística,Feminino - Classificatória
HB005,07/08/2016,14:40,18:10,Handebol,Masculino - Primeira fase
VO005,07/08/2016,15:00,18:50,Voleibol,Masculino - Primeira fase
FB012,07/08/2016,15:00,20:00,Futebol,Masculino - primeira fase
WL003,07/08/2016,15:30,17:30,Levantamento de peso,Feminino 53kg - Final
JU004,07/08/2016,15:30,18:10,Judô,Masculino até 66kg e Feminino até 52kg - Finais
BV005,07/08/2016,15:30,19:20,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
RU004,07/08/2016,16:00,19:00,Rugby,Feminino - Disputa 9º-12º e Quartas de Final
FE004,07/08/2016,16:00,18:30,Esgrima,Florete Individual masculino - Semifinais; Bronze e Finais
DV001,07/08/2016,16:00,17:15,Saltos ornamentais,Sincronizado Trampolim 3m feminino - Final
HO007,07/08/2016,17:00,21:15,Hóquei sobre grama,Masculino - Fase de grupos
BX004,07/08/2016,17:00,19:30,Boxe,Masculino - Preliminares
GA006,07/08/2016,17:30,19:00,Ginástica artística,Feminino - Classificatória
BK008,07/08/2016,17:30,21:30,Basquetebol,Feminino - Primeira fase
HO008,07/08/2016,18:00,22:15,Hóquei sobre grama,Masculino - Fase de grupos
FB011,07/08/2016,18:00,23:00,Futebol,Masculino - primeira fase
TT006,07/08/2016,18:00,22:00,Tênis de mesa,Simples Masculino e Feminino - 3ª Rodada
TE010,07/08/2016,18:45,23:00,Tênis,Masculino e Feminino - Simples e duplas
WL004,07/08/2016,19:00,21:00,Levantamento de peso,Masculino 56kg - Final
FB014,07/08/2016,19:00,00:00,Futebol,Masculino - primeira fase
BK009,07/08/2016,19:00,20:45,Basquetebol,Masculino - Primeira fase
HB006,07/08/2016,19:50,23:20,Handebol,Masculino - Primeira fase
GA007,07/08/2016,20:30,22:00,Ginástica artística,Feminino - Classificatória
VO006,07/08/2016,20:30,00:20,Voleibol,Masculino - Primeira fase
BV006,07/08/2016,21:00,00:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
SW004,07/08/2016,22:00,00:25,Natação,Masculino e Feminino - Semifinais e Finais
BK010,07/08/2016,22:30,00:15,Basquetebol,Masculino - Primeira fase
RO003,08/08/2016,08:30,11:10,Remo,Masculino e Feminino - Baterias; Repescagens e Semifinais
SH003,08/08/2016,09:00,16:20,Tiro esportivo,Masculino - Classificatórias e Finais
AR007,08/08/2016,09:00,12:55,Tiro com arco,Masculino e feminino - Eliminatórias individuais
WP004,08/08/2016,09:00,14:20,Polo aquático,Masculino - Primeira fase
FE005,08/08/2016,09:00,13:05,Esgrima,Sabre Individual feminino - Preliminares; Oitavas e Quartas
VO007,08/08/2016,09:30,13:20,Voleibol,Feminino - Primeira fase
HB007,08/08/2016,09:30,13:00,Handebol,Feminino - Primeira fase
EC003,08/08/2016,10:00,15:00,Hipismo CCE,CCE Cross country
WL005,08/08/2016,10:00,14:00,Levantamento de peso,Masculino 62kg; Feminino 58kg
JU005,08/08/2016,10:00,13:00,Judô,Masculino até 73kg e Feminino até 57kg
BV007,08/08/2016,10:00,13:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
HO009,08/08/2016,10:00,14:15,Hóquei sobre grama,Masculino e Feminino - Fase de grupos
TT007,08/08/2016,10:00,14:00,Tênis de mesa,Simples Masculino e Feminino - 3ª Rodada
TE011,08/08/2016,10:45,16:30,Tênis,Masculino e Feminino - Simples e duplas
HO010,08/08/2016,11:00,15:15,Hóquei sobre grama,Masculino e Feminino - Fase de grupos
TE012,08/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE013,08/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
TE014,08/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples e duplas
BX005,08/08/2016,11:00,14:00,Boxe,Masculino - Preliminares
BK011,08/08/2016,12:00,16:00,Basquetebol,Feminino - Primeira fase
RU005,08/08/2016,12:30,15:30,Rugby,Feminino - Disputa 5°-12º e Semifinais
CS002,08/08/2016,12:30,15:55,Canoagem slalom,Masculino e Feminino - Classificatórias de canoa e caiaque
SW005,08/08/2016,13:00,14:25,Natação,Masculino e Feminino - Eliminatórias
SA001,08/08/2016,13:00,15:40,Vela,Masculino e Feminino - Regatas
BK012,08/08/2016,14:15,16:00,Basquetebol,Masculino - Primeira fase
HB008,08/08/2016,14:40,18:10,Handebol,Feminino - Primeira fase
VO008,08/08/2016,15:00,18:50,Voleibol,Feminino - Primeira fase
AR008,08/08/2016,15:00,17:40,Tiro com arco,Masculino e feminino - Eliminatórias individuais
WL006,08/08/2016,15:30,17:30,Levantamento de peso,Feminino 58kg - Final
JU006,08/08/2016,15:30,18:10,Judô,Masculino até 73kg e Feminino até 57kg - Finais
BV008,08/08/2016,15:30,19:20,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
GA008,08/08/2016,16:00,19:05,Ginástica artística,Competição por Equipes masculina - Final
FE006,08/08/2016,16:00,18:30,Esgrima,Sabre Individual feminino - Semifinais; Bronze e Finais
TT008,08/08/2016,16:00,18:00,Tênis de mesa,Simples Masculino e Feminino - 4ª Rodada
DV002,08/08/2016,16:00,17:15,Saltos ornamentais,Sincronizado Plataforma 10m masculino - Final
HO011,08/08/2016,17:00,21:15,Hóquei sobre grama,Feminino - Fase de grupos
BX006,08/08/2016,17:00,20:00,Boxe,Masculino - Preliminares
RU006,08/08/2016,17:30,20:00,Rugby,Feminino - Disputa 5°-8º; Bronze e Final
BK013,08/08/2016,17:30,21:30,Basquetebol,Feminino - Primeira fase
HO012,08/08/2016,18:00,22:15,Hóquei sobre grama,Feminino - Fase de grupos
TE015,08/08/2016,18:45,23:00,Tênis,Masculino e Feminino - Simples e duplas
WL007,08/08/2016,19:00,21:00,Levantamento de peso,Masculino 62kg - Final
BK014,08/08/2016,19:00,20:45,Basquetebol,Masculino - Primeira fase
WP006,08/08/2016,19:30,22:10,Polo aquático,Masculino - Primeira fase
HB009,08/08/2016,19:50,23:20,Handebol,Feminino - Primeira fase
VO009,08/08/2016,20:30,00:20,Voleibol,Feminino - Primeira fase
TT009,08/08/2016,20:30,22:30,Tênis de mesa,Simples Masculino e Feminino - 4ª Rodada
BV009,08/08/2016,21:00,00:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
SW006,08/08/2016,22:00,00:00,Natação,Masculino e Feminino - Semifinais e Finais
BK015,08/08/2016,22:30,00:15,Basquetebol,Masculino - Primeira fase
RO004,09/08/2016,08:30,11:50,Remo,Masculino e Feminino - Quartas de final e Semifinais
FE007,09/08/2016,09:00,14:15,Esgrima,Espada Individual masculina - Preliminares; Oitavas e QF
SH004,09/08/2016,09:00,16:35,Tiro esportivo,Feminino - Classificatórias e Finais
WP007,09/08/2016,09:00,14:20,Polo aquático,Feminino - Primeira fase
AR009,09/08/2016,09:00,12:55,Tiro com arco,Masculino e feminino - Eliminatórias individuais
VO010,09/08/2016,09:30,13:20,Voleibol,Masculino - Primeira fase
HB010,09/08/2016,09:30,13:00,Handebol,Masculino - Primeira fase
EC004,09/08/2016,10:00,15:25,Hipismo CCE,CCE Saltos Individual e por Equipes - Final
WL008,09/08/2016,10:00,14:00,Levantamento de peso,Masculino 69kg; Feminino 63kg
JU007,09/08/2016,10:00,13:00,Judô,Masculino até 81kg e Feminino até 63kg
BV010,09/08/2016,10:00,13:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
HO013,09/08/2016,10:00,14:15,Hóquei sobre grama,Masculino - Fase de grupos
TT010,09/08/2016,10:00,14:00,Tênis de mesa,Simples Feminino - Quartas de Final
TE016,09/08/2016,10:45,16:30,Tênis,Masculino e Feminino - Simples 2° e 3° rodadas; Duplas QF
TE018,09/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples 2° e 3° rodadas; Duplas QF
TE017,09/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples 2° e 3° rodadas; Duplas QF
TE019,09/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples 2° e 3° rodadas; Duplas QF
HO014,09/08/2016,11:00,15:15,Hóquei sobre grama,Masculino - Fase de grupos
RU007,09/08/2016,11:00,14:00,Rugby,Masculino - Fase de grupos (6 Partidas)
BX007,09/08/2016,11:00,13:15,Boxe,Masculino - Preliminares
BK016,09/08/2016,12:15,14:00,Basquetebol,Feminino - Primeira fase
SW007,09/08/2016,13:00,14:45,Natação,Masculino e Feminino - Eliminatórias
SA002,09/08/2016,13:00,15:40,Vela,Masculino e Feminino - Regatas
CS003,09/08/2016,13:30,16:10,Canoagem slalom,Canoa Individual masculina - Semifinais e Final
BK017,09/08/2016,14:15,16:00,Basquetebol,Masculino - Primeira fase
HB011,09/08/2016,14:40,18:10,Handebol,Masculino - Primeira fase
AR010,09/08/2016,15:00,17:40,Tiro com arco,Masculino e feminino - Eliminatórias individuais
VO011,09/08/2016,15:00,18:50,Voleibol,Masculino - Primeira fase
WL009,09/08/2016,15:30,17:30,Levantamento de peso,Feminino 63kg
SH012,09/08/2016,15:30,16:35,Tiro esportivo,Feminino - Final
BK018,09/08/2016,15:30,19:30,Basquetebol,Feminino - Primeira fase
JU008,09/08/2016,15:30,18:10,Judô,Masculino até 81kg e Feminino até 63kg - Finais
BV011,09/08/2016,15:30,19:20,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
GA009,09/08/2016,16:00,18:20,Ginástica artística,Competição por Equipes feminina - Final
FE008,09/08/2016,16:00,18:30,Esgrima,Espada Individual masculina - Semifinais; Bronze e Finais
FB015,09/08/2016,16:00,18:00,Futebol,Feminino - primeira fase
FB016,09/08/2016,16:00,21:00,Futebol,Feminino - primeira fase
RU008,09/08/2016,16:00,19:00,Rugby,Masculino - Fase de grupos (6 Partidas)
TT011,09/08/2016,16:00,18:00,Tênis de mesa,Simples Masculino - Quartas de Final
DV003,09/08/2016,16:00,17:15,Saltos ornamentais,Sincronizado Plataforma 10m feminino - Final
BX008,09/08/2016,17:00,19:15,Boxe,Masculino - Preliminares
FB017,09/08/2016,18:00,23:00,Futebol,Feminino - primeira fase
HO015,09/08/2016,18:00,22:15,Hóquei sobre grama,Masculino - Fase de grupos
TE020,09/08/2016,18:45,23:00,Tênis,Masculino e Feminino - Simples 2° e 3° rodadas; Duplas QF
WL010,09/08/2016,19:00,21:00,Levantamento de peso,Masculino 69kg
BK019,09/08/2016,19:00,20:45,Basquetebol,Masculino - Primeira fase
HB012,09/08/2016,19:50,23:20,Handebol,Masculino - Primeira fase
VO012,09/08/2016,20:30,00:20,Voleibol,Masculino - Primeira fase
TT012,09/08/2016,20:30,22:30,Tênis de mesa,Simples Masculino - Quartas de Final
BV012,09/08/2016,21:00,00:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
FB018,09/08/2016,22:00,00:00,Futebol,Feminino - primeira fase
SW008,09/08/2016,22:00,00:10,Natação,Masculino e Feminino - Semifinais e Finais
BK020,09/08/2016,22:30,00:15,Basquetebol,Masculino - Primeira fase
CR003,10/08/2016,08:30,13:20,Ciclismo de estrada,Masculino e Feminino - Contrarrelógio
FE009,10/08/2016,08:30,16:00,Esgrima,Masculino e Feminino - Sabre individual e Florete individual
RO005,10/08/2016,08:30,12:40,Remo,Masculino e Feminino - Semifinais e Final
SH005,10/08/2016,09:00,16:15,Tiro esportivo,Masculino - Classificatórias e Finais
AR011,10/08/2016,09:00,12:55,Tiro com arco,Masculino e feminino - Eliminatórias individuais
WP009,10/08/2016,09:00,14:20,Polo aquático,Masculino - Primeira fase
VO013,10/08/2016,09:30,13:20,Voleibol,Feminino - Primeira fase
HB013,10/08/2016,09:30,13:00,Handebol,Feminino - Primeira fase
ED001,10/08/2016,10:00,16:00,Hipismo adestramento,Adestramento por Equipes - Preliminares
HO016,10/08/2016,10:00,14:15,Hóquei sobre grama,Feminino - Fase de grupos
WL011,10/08/2016,10:00,14:00,Levantamento de peso,Masculino 77kg; Feminino 69kg
JU009,10/08/2016,10:00,13:00,Judô,Masculino até 90kg e Feminino até 70kg
BV013,10/08/2016,10:00,13:50,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
TT013,10/08/2016,10:00,12:00,Tênis de mesa,Simples Feminino - Semifinais
TE021,10/08/2016,10:45,16:30,Tênis,Masculino e Feminino - Simples 3° rodada; QF; Duplas QF e SF
HO017,10/08/2016,11:00,15:15,Hóquei sobre grama,Feminino - Fase de grupos
TE023,10/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples 3° rodada; QF; Duplas QF; SF
TE022,10/08/2016,11:00,20:00,Tênis,Masculino e Feminino - Simples 3° rodada; QF; Duplas QF e SF
RU009,10/08/2016,11:00,14:00,Rugby,Masculino - Fase de grupos (6 Partidas)
BX009,10/08/2016,11:00,14:00,Boxe,Masculino - Preliminares e Quartas de final
TE024,10/08/2016,11:00,20:00,Tênis,Masculino - Simples 3° rodada; Duplas mistas 1° rodada
BK021,10/08/2016,12:15,14:00,Basquetebol,Feminino - Primeira fase
SW009,10/08/2016,13:00,15:00,Natação,Masculino e Feminino - Eliminatórias
SA003,10/08/2016,13:00,15:35,Vela,Masculino e Feminino - Regatas
FB020,10/08/2016,13:00,18:00,Futebol,Masculino - primeira fase
FB019,10/08/2016,13:00,18:00,Futebol,Masculino - primeira fase
CS004,10/08/2016,13:30,16:15,Canoagem slalom,Caiaque masculino - Semifinal e Final
BK022,10/08/2016,14:15,16:00,Basquetebol,Masculino - Primeira fase
HB014,10/08/2016,14:40,18:10,Handebol,Feminino - Primeira fase
VO014,10/08/2016,15:00,18:50,Voleibol,Feminino - Primeira fase
AR012,10/08/2016,15:00,18:55,Tiro com arco,Masculino e feminino - Eliminatórias individuais
WL012,10/08/2016,15:30,17:30,Levantamento de peso,Feminino 69kg - Final
BK023,10/08/2016,15:30,19:30,Basquetebol,Feminino - Primeira fase
JU010,10/08/2016,15:30,18:10,Judô,Masculino até 90kg e Feminino até 70kg - Finais
BV014,10/08/2016,15:30,19:20,Vôlei de praia,Masculino e/ou Feminino - Fase de grupos
GA010,10/08/2016,16:00,18:45,Ginástica artística,Competição Individual Geral masculina - Final
RU010,10/08/2016,16:00,19:00,Rugby,Masculino - Disputa 9º-12º e Quartas de Final
DV004,10/08/2016,16:00,17:15,Saltos ornamentais,Sincronizado Trampolim 3m masculino - Final
HO018,10/08/2016,17:00,21:15,Hóquei sobre grama,Masculino e Feminino - Fase de grupos
BX010,10/08/2016,17:00,20:00,Boxe,Masculino - Preliminares e Quartas de final
FE010,10/08/2016,17:30,21:30,Esgrima,Masculino e Feminino - Sabre individual e Florete individual
HO019,10/08/2016,18:00,22:15,Hóquei sobre grama,Masculino e Feminino - Fase de grupos
TE025,10/08/2016,18:45,23:00,Tênis,Masculino e Feminino - Simples 3° rodada; QF; Duplas QF; SF
WL013,10/08/2016,19:00,21:00,Levantamento de peso,Masculino 77kg - Final
